,transaction.signature,amount,instruction.action.name,instruction.action.type,instruction.callPath,transaction.signer,block.timestamp.iso8601,currency.name,currency.address,currency.symbol,currency.decimals,sender.address,sender.mintAccount,sender.type,receiver.address,receiver.mintAccount,receiver.type
24,4KRJFsEmszZbmz4TatTSeZYJmxkf3cdQM47XjbhivUCiDiaNoC3JqMbXQYRgJ9B7kccAJnjL6DFpgvQe6AXFPi2x,3.261134,transfer,transfer,1-0,HK7aLFrSXgUhaTPCJpEBDS6kgfwG9kJUBUqThFhX5PMG,2022-03-20T10:23:26Z,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,6,HK7aLFrSXgUhaTPCJpEBDS6kgfwG9kJUBUqThFhX5PMG,FhCyVYRohv4aFbe9B33dp3CHYTox1Q3z5JZkcYXp8F9P,account,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,8iDJoR9FPcsfit9AmtHfH9doJ9ao6WbjKfaNEnbUCyAQ,account
25,4TWPzoKMDmcL6fp297iPaH8993QsYnMgLgjpcjFdKj79JecnKwQrJJQHX8m7M7qqXNFaCnmgpkWtPN8F7TcTbWWH,3.6,transfer,transfer,3-1,8ysDtK69BRmBm8s2cCb5KGgBLhRPLk5woixpXjPfeXPx,2022-03-20T12:43:37Z,Solana,-,SOL,9,AFgdMvmbp2ZpD7qw3BeUeJbRbpYkEognKZYvqjAXiAHa,AFgdMvmbp2ZpD7qw3BeUeJbRbpYkEognKZYvqjAXiAHa,account,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,account
26,4aG4bmhFQGq9EQWRYZ5BAMw1hkChZWy972LM5YdUXVSp8kLKSvh3L3f9v5U7bGJndYjJtYS1hMgxvoU5VQu7hxBn,115.695537531,transfer,transfer,1-0,72xYkqSmFSZHegeVLpqeDTXvTvg4AZZ63vqao77UAPZN,2022-03-20T15:18:33Z,Marinade staked SOL (mSOL),mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,9,72xYkqSmFSZHegeVLpqeDTXvTvg4AZZ63vqao77UAPZN,8Q5DQwBSi2nvzQi558AXjh6DPpemR4rBQF3AXK5SF3hy,account,6asST5hurmxJ8uFvh7ZRWkrMfSEzjEAJ4DNR1is3G6eH,Bm8ju1pbvvCqnMs2aC9BKrdUSVEdBLTBvAuMG34BVhDY,account
27,4iEsB8idciHJ4YTaTYme8SBiqKqvuQhLK2aAnR8HFhowv5jei9zyTHc2RXefi972UnwKhZZTL2dbGjJtnsAfLp7K,8971.76864,transfer,transfer,1-1,HXg2xDzpV3Tzk9x2dK62wXxw4EDAt4DLz3SCpZVd2xiF,2022-03-20T16:06:14Z,UST (Wormhole),9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,UST,6,HXg2xDzpV3Tzk9x2dK62wXxw4EDAt4DLz3SCpZVd2xiF,G1Zn54fPuafQsk9g5kXdYgWqcmQ94nUPMbiahWGeh5gv,account,5kA7FPiB3t2X5s65dK1AoEu5asDjC5d7f5vaB4iY2yrj,69Znv2Lj1XbaSWx5B8grnF7UKG1vG14B3XtKPGA6GrXP,account
28,4r1E8M1u5AQhcWwMiYvDoBtED6EAQFLnw4XyjPYqSsAjmf15dmjz1o2f5KYfKGrH25ByuDp6uexSui6tDTA4TXQs,4.0,transfer,transfer,3-1,HXvZqrZTyxfV3V9bfjVmVNk2w8sg857XpC36kdGUNP7M,2022-03-20T17:47:41Z,Solana,-,SOL,9,AM9dehCQLKT4XVY8ScGH1m4aXnAFocJw8CSccrcyH1A2,AM9dehCQLKT4XVY8ScGH1m4aXnAFocJw8CSccrcyH1A2,account,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,account
29,5AYDuPQoreCjychrHTozncqnevzY3hrzgEfU4AhV64kzm3aTqgdaokMv3AdBtWa4QNWVUyaefgMfaUqVv5FLAUQm,0.023962,transfer,transfer,1-1,H2JvYYfVTobmnznmViEBLLo4pjjoSSgxYyTyW8wEH15j,2022-03-20T10:21:33Z,Wrapped Bitcoin (Sollet),9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,BTC,6,H2JvYYfVTobmnznmViEBLLo4pjjoSSgxYyTyW8wEH15j,5US1jcX35FV7rXY6wfDomfyas6U8LToyxq3ceHTfgGJ,account,DA1M8mw7GnPNKU9ReANtHPQyuVzKZtsuuSbCyc2uX2du,3LWwNVeYGRspS6JTmcEWVoD3yVmVps9ELceq77pTv3jj,account
30,5RniLw72dsxsAWCrGaAWCeKqhcNULPXEZkWpucFUmYJao8f41RGNN1tneh9hRKKjALG6ZxUMQh5ZrPnD2AeRGqT,1.204227,transfer,transfer,0-0,9W41zD7g57Kwv7tdWAWLsLhjznAnTTJLuL6VAQDaDVRz,2022-03-20T13:39:09Z,LUNA (Wormhole),F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,LUNA,6,9W41zD7g57Kwv7tdWAWLsLhjznAnTTJLuL6VAQDaDVRz,Au18cP1jSWNoDf28JqLKnDEeTSwmWVJzMc4ZLMN3TfaU,account,5oV1Yf8q1oQgPYuHjepjmKFuaG2Wng9dzTqbSWhU5W2X,GCm6VCGpkUQ2kaXoJz9S7SmEnHyXwwxLbr2fVD4AM1yD,account
31,5SMpgj93T4bEAK7feRH7wRYhnDGckG8Z87oiKX5WTYd6DofrVCo1KgWtaXLuPYqDfppAPi75iP5qLi3RtLP1BJgx,1.746,transfer,transfer,3-1,8ABE9RWSz6FeETRMrdAWye2euXujZgyKm77eaqBkgBpD,2022-03-20T11:07:58Z,Solana,-,SOL,9,6agp3YimY5E6oqSdfsB1QtkbMXryr9JG1u6QUyzQpxT5,6agp3YimY5E6oqSdfsB1QtkbMXryr9JG1u6QUyzQpxT5,account,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,account
32,5SYNkPDCn8uXhZd4dYKAZNr7UsqttixjCZejEF4s5nYuinee8CvUY185ZQeoR7sr4eHeJBXTpPfzecqDdxn2voiL,79.122519,transfer,transfer,0-0,HtkkRAayT7nCMRp4LcR8GFTbGZVuJvwSgHdS8j2F3a5X,2022-03-20T18:06:17Z,Saber Protocol Token,Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,SBR,6,HtkkRAayT7nCMRp4LcR8GFTbGZVuJvwSgHdS8j2F3a5X,BHGHSGjFrYgY8ypXuhrVepZutM7oxFq6ZDJJzUbrBmfT,account,BH7Jg3f97FyeGxsPR7FFskvfqGiaLeUnJ9Ksda53Jj8h,45NeXayPBdfZYWcoZPdv3sQeXoYVS5GcHRWP4MHXBSHY,account
33,5ZECbWCa54crrpKdmSxZdo9yQAuYAc5ruyJYmpvRsUZHbDqm9CM9Bfe4HC1Jt76jBWNzDrfxFkdHW3XXEBYno7Si,0.522,transfer,transfer,3-1,8ccE2LNheWt8xyVJPvWgue3KCdqiED5HZ4YqEeGiyjMP,2022-03-20T16:53:21Z,Solana,-,SOL,9,DgW6SaUzf5U1W5PKL5AeCtyugJEb7ssQyC4WtcnsF3mB,DgW6SaUzf5U1W5PKL5AeCtyugJEb7ssQyC4WtcnsF3mB,account,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,account
34,5cQRA1VWz2z8BKJTgcTLcDa574wRSTNx5YXPvXZv3cXLs3LAFC5nvSGSSHihjQMLyQnCpvf7Cg3ANsJByrgG75JR,0.22034541,transfer,transfer,1-1,5f2FywZBz3YjtcfdQpvkgnZRziCgaQLZDhiWDr4v68Ed,2022-03-20T10:44:14Z,Marinade staked SOL (mSOL),mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,9,5f2FywZBz3YjtcfdQpvkgnZRziCgaQLZDhiWDr4v68Ed,24SSRg9Cj7wYXXE8khuEJD9tSrhfHCQVnbp6AiZEzVCi,account,6asST5hurmxJ8uFvh7ZRWkrMfSEzjEAJ4DNR1is3G6eH,Bm8ju1pbvvCqnMs2aC9BKrdUSVEdBLTBvAuMG34BVhDY,account
35,5fYRAL7zJvxHkeaXDeiG3sz89xfGq3aN4bJNivN4vrpceV44qNXSTDdHgiR9SJRox4d2jW8qdGR2oP7T4Z3mB6Q9,0.1,transfer,transfer,3-0,HK7aLFrSXgUhaTPCJpEBDS6kgfwG9kJUBUqThFhX5PMG,2022-03-20T10:19:28Z,Solana,-,SOL,9,Ce6FGtGJJZYYJG64qvBQrCL1R5tJhFNqw5dsk1fQN37V,Ce6FGtGJJZYYJG64qvBQrCL1R5tJhFNqw5dsk1fQN37V,account,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,account
36,5hVGT9szdRmzH2BWbgumqWVjDKc5g35oX5BX6mx5BZjGVDVDbm2FCttrMfsgM2WR22CPrgDj9zcsGSQqX6sU6dt,0.5,transfer,transfer,2-0,6SvTZfYs53eUpvYWnywdqzgud5x5atzubPhns82Aa3R7,2022-03-20T16:47:55Z,Solana,-,SOL,9,6MtLJynGePZXsNN8VcUp13Tt5SE9gwYnQjQKQ2WxD3qd,6MtLJynGePZXsNN8VcUp13Tt5SE9gwYnQjQKQ2WxD3qd,account,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,account
37,5rmbTdEChffYo4v3fxdHSPgJ8LLbnoj6MCQoKKXHdtiZ6yRUiazjS6ZvHybUof74jYiPMusN1TyRAGb6v8gpgpyD,100.0,transfer,transfer,1-1,Ehs5mH4sJFpafjZjL6p1qQmXJeiVT9CZvpiMay6WsJLF,2022-03-20T10:11:42Z,UST (Wormhole),9vMJfxuKxXBoEa7rM12mYLMwTacLMLDJqHozw96WQL8i,UST,6,Ehs5mH4sJFpafjZjL6p1qQmXJeiVT9CZvpiMay6WsJLF,71y3ahH8ggEvHzLUhGVJuCohqMCfKucTD8C7xecsdSmS,account,5kA7FPiB3t2X5s65dK1AoEu5asDjC5d7f5vaB4iY2yrj,69Znv2Lj1XbaSWx5B8grnF7UKG1vG14B3XtKPGA6GrXP,account
38,9btm6TnCW1Gq3CoUYciemPtx6KDPEZiA5qW7GtBn6TtNUKxwtVFpwCy7nzvyE8GU4dBfxdLKScqfH9KkrmKpZpf,0.47148,transfer,transfer,1-1,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,2022-03-20T16:11:32Z,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,6,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,7c4tJyKdkzzCEmJ6uwgJFszBVdLdpx5KmEPDZQaL6wba,account,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,8iDJoR9FPcsfit9AmtHfH9doJ9ao6WbjKfaNEnbUCyAQ,account
39,Kzd9zygPkKRDUrZkGTnGV7obac1Xi5CsuztDCxZmQb611yHcQSZhSEFjrUhapxzz9ZoLcm8d3FLQ4h7oTqDnbz9,1.0,transfer,transfer,1-1,2gCQWZ1GjipvQ7drDaG8gkb8XxtCTx8JLvazREstm1MN,2022-03-20T18:37:30Z,Marinade staked SOL (mSOL),mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,mSOL,9,2gCQWZ1GjipvQ7drDaG8gkb8XxtCTx8JLvazREstm1MN,8bc37g1sXVuHu1yFT9QCNhYnuto8znEY7QetdimDkg59,account,6asST5hurmxJ8uFvh7ZRWkrMfSEzjEAJ4DNR1is3G6eH,Bm8ju1pbvvCqnMs2aC9BKrdUSVEdBLTBvAuMG34BVhDY,account
40,MNQSv9Exu2UuAYaPsPUDYq2yR9sGPg9quuirpAatPFgp4c28n1k1LMbQVT5Tgu6FXfVeVFEoqsTMtEhh6BcBjyh,227.035,transfer,transfer,0-0,ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm,2022-03-20T13:04:14Z,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,6,ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm,QAWbRmNu5FhcT6YsDrcUh6WDX5PVUBFuwJU2G41VTrX,account,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,8iDJoR9FPcsfit9AmtHfH9doJ9ao6WbjKfaNEnbUCyAQ,account
41,P2CAerKvzUqS9ndCwUQeGjswPqk4UdGBmZZgrCqmLyrTfPY8PoZCG2RYMGNjyyMs8drzoygFNLh9XEdMEU73k1k,89.033,transfer,transfer,3-0,n3U9c2K5a3ZkH9dRg4qJ6sKFCx9omow67XUJrQBBs6H,2022-03-20T13:51:50Z,Solana,-,SOL,9,4Bu5vVoY1kDJJqK2BJNxJ6K5LpxJXguN71Cmfuov8xhw,4Bu5vVoY1kDJJqK2BJNxJ6K5LpxJXguN71Cmfuov8xhw,account,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,account
42,SbwGzVFnJDZakRVhmHxpn3zbLY3oN2dhRQqFGaJpJw4DBhNHHe2dmNMsxS4baiA4HRzT43NRxi1b2znhzLX6KfX,0.8,transfer,transfer,3-0,3jJBxEujKsutB7v8z1bUUAQjoY1VwoKotmYxLR7TEZzw,2022-03-20T11:32:23Z,Solana,-,SOL,9,DaMPc1v92XEENwpAn5vTqevugCXSGnFjuECLWjAxVyfe,DaMPc1v92XEENwpAn5vTqevugCXSGnFjuECLWjAxVyfe,account,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,account
43,ajLvbK6EapEbwxgVnDd6M6hasSZkUDrw74FcQJPZ4bCiDZuzUifVFGguoGccyQN1BHQxJBEWRSLJVZGRFnrMkPw,25.638609,transfer,transfer,1-1,qoFzzAFjeG9NVnpe3FD2Nxu337icRdyVJMpMckGSSW6,2022-03-20T15:53:56Z,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,6,qoFzzAFjeG9NVnpe3FD2Nxu337icRdyVJMpMckGSSW6,7FFgAH1kYhFEwahrxGxPa7pi7T5CzcWQL5VqvrCZtbUD,account,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,8iDJoR9FPcsfit9AmtHfH9doJ9ao6WbjKfaNEnbUCyAQ,account
44,amKMNpwAHydgBK95Mo4TX3Vz91xEgoX1TMnZnL1JoC5ENPZ6XWytpeMSvcmS9oNwL2SzdPfzvH4TiJy2kesoXrC,4.0,transfer,transfer,3-0,8gnPd5jVVdjGREYpx9fJLnEWef1LzPq6HvWJSSDct7Uf,2022-03-20T16:32:02Z,Solana,-,SOL,9,6Q7R1asJV4D1qtm1gzcNzrL9TxQbcwPBWpMq9V1vJNXK,6Q7R1asJV4D1qtm1gzcNzrL9TxQbcwPBWpMq9V1vJNXK,account,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,FnCg7sLfe8gz4UyrmN9c3VX6Axohu1Pa8wy3bsSPZwfq,account
45,cfwmsBc38BrN6gFxtYywprrmQBLqdkwSoeCF7d3P1n9Gw7XYR7L9ZA2DQuy9aAcjSL1VFLByRL26ouP3L74Johg,6.518174,transfer,transfer,1-1,2L8WDXjWQqQnba8rcMVB9LuGjQnK3jSQKgeue7KX4Xzg,2022-03-20T11:16:57Z,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,6,2L8WDXjWQqQnba8rcMVB9LuGjQnK3jSQKgeue7KX4Xzg,5BBS61qFjXv7VActi5cG5tcv9ncKU1ZGh7qWJWYQ5f3t,account,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,8iDJoR9FPcsfit9AmtHfH9doJ9ao6WbjKfaNEnbUCyAQ,account
46,gsY9RR6iXNUm5zaMhgCoQQiP8CTE5iQ8yaCjeFjZN4zGaAqqzuMFrtBB61vKemsdNbEoRDkuzHa442MWAGg7ZJv,50000.0,transfer,transfer,1-1,84SgzR8J6DeqPJ1uXphP1BHMotYGKh3kS4owMMj9x58x,2022-03-20T12:22:05Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,84SgzR8J6DeqPJ1uXphP1BHMotYGKh3kS4owMMj9x58x,6XtGBAMdVTH2dmZtTSvkoEDJ7hCVNLWj4hKgyRqVGkMA,account,BThMeTgWZBoBbAzp9sK9T7gQzpQDQdRQUVLtVQ3781q1,EvWvbtqdaPXFwd7G6S8aUzQvG2JEnHyjVW1mWQRrRG2q,account
47,hjkRurYV5XooqUTgC5JrvveJgRKuBMNM8R6jQ8yRrqJL8aVXk1ThAbFNEFc9mv8d71VJcQYsFqquqcSaoZjLnr2,8.243,transfer,transfer,2-0,ETv2idiPjun5RReJNSLBd2RUMcYSBMqjFQxhVpLeDqkm,2022-03-20T14:49:37Z,Solana,-,SOL,9,8BPMzg4jvsXMXm8F78ETYs8DdcpdBiUa9if4J8ajEfXa,8BPMzg4jvsXMXm8F78ETYs8DdcpdBiUa9if4J8ajEfXa,account,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,HiepGSjE1udH3GDTzwHF1bdmNKyuTUiweWu1vsx8okPk,account
48,kK4yN7bdEomu6CDASSnnpP5Lw5SHUmbFkhP51cwfZKKHwNhsHadEgD5tYT93LwHg7zhVacDGLXhaovHwXu2MCrj,0.000388,transfer,transfer,0-0,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,2022-03-20T13:22:39Z,Wrapped Ethereum (Sollet),2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,ETH,6,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,6YizBbHBnZrFPHoVWrTfiUd4spvm55e8cYFjY3yWsqHD,account,FThcy5XXvab5u3jbA6NjWKdMNiCSV3oY5AAkvEvpa8wp,8Z9d9QVJ8frhB15tpNcHZ9dkmfSzXJkzcb639EAFSsYm,account
49,wcXzi4uMCkDp2MZ3foT3VzGcAuAzXUxACQy5zcbsV21prR1mzUD8fR5robNh8Cf14PRAFswZLHdgv9b1psKCnbe,0.032926,transfer,transfer,0-0,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,2022-03-20T12:00:52Z,Wrapped FTT (Sollet),AGFEad2et2ZJif9jaGpdMixQqvW5i81aBdvKe7PHNfz3,FTT,6,3BLWGrSbHqAZtNzQz7j4sdWYsgixE6yyxBB7iGFtMGVb,48m4r7SGiydW7bJx4CEfrCV3pK698PPyNfoDyD5mXFUt,account,7KqHFuUksvNhrWgoacKkqyp2RwfBNdypCYgK9nxD1d6K,5ByCsG6iSyr99bAWjt3dmaDCKF6MnjTpuDUbbhgVi6sa,account
